"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.S1","Answer.S2","Answer.S3","Answer.S4","Answer.S5","Answer.comment","Approve","Reject"
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","22EEZZ2MIKMRRE64CJU82WWXMRD7OV","A170AK4GI2S5G1","Approved","Wed Jul 10 13:53:27 GMT 2013","Wed Jul 10 13:54:11 GMT 2013","Wed Jul 10 14:54:11 PDT 2013","Wed Jul 10 07:36:15 PDT 2013","","","44","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","true","true","false","false","true",""
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","2432YU98JHSX3V10302JIIOBN26OC7","A2N0C6CGQXE2NS","Approved","Wed Jul 10 14:12:17 GMT 2013","Wed Jul 10 14:13:28 GMT 2013","Wed Jul 10 15:13:28 PDT 2013","Wed Jul 10 07:36:15 PDT 2013","","","71","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","false","true","true","false","true",""
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","25H9746OQ1SR8A559SR5AQKCRFNN3S","A23AV72MKVTNW2","Approved","Wed Jul 10 13:58:49 GMT 2013","Wed Jul 10 13:59:52 GMT 2013","Wed Jul 10 14:59:52 PDT 2013","Wed Jul 10 07:36:15 PDT 2013","","","63","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","false","true","false","true","true","Simple work."
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","25Y6RLPHIT3LDG8AN3X2WJQ25VOH9U","A22YXDQXUL7ANX","Approved","Wed Jul 10 13:56:00 GMT 2013","Wed Jul 10 13:57:35 GMT 2013","Wed Jul 10 14:57:35 PDT 2013","Wed Jul 10 07:36:15 PDT 2013","","","95","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","false","true","true","true","false",""
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","26TINMHGYQ4NL78Q9W6MOFOY26FL8G","A2YM7PJ6OSMSR9","Approved","Wed Jul 10 14:02:07 GMT 2013","Wed Jul 10 14:03:20 GMT 2013","Wed Jul 10 15:03:20 PDT 2013","Wed Jul 10 07:36:15 PDT 2013","","","73","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","false","true","true","true","true",""
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","28FJ92NJKM09T6H8X2PWBGTPDFXE9C","A28V53LZWCL8A3","Approved","Wed Jul 10 14:00:19 GMT 2013","Wed Jul 10 14:00:51 GMT 2013","Wed Jul 10 15:00:51 PDT 2013","Wed Jul 10 07:36:15 PDT 2013","","","32","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","true","false","true","true","true",""
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","28H36XBAT2D95AW280UQ9JG5XM840J","A1S88VQY8G8CNC","Approved","Wed Jul 10 13:53:37 GMT 2013","Wed Jul 10 13:55:57 GMT 2013","Wed Jul 10 14:55:57 PDT 2013","Wed Jul 10 07:36:15 PDT 2013","","","140","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","false","false","true","true","false",""
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","28IS1CSTMOF19XQJLXSE7DNXN38ORC","A2IBLAKBXPA6PQ","Approved","Wed Jul 10 13:53:08 GMT 2013","Wed Jul 10 13:53:33 GMT 2013","Wed Jul 10 14:53:33 PDT 2013","Wed Jul 10 07:36:16 PDT 2013","","","25","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","true","true","true","true","true",""
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","28O2GTP9RA7WNGKG9UPSXF70NA2QVE","A1A0AISMRZ2VY4","Approved","Wed Jul 10 13:52:33 GMT 2013","Wed Jul 10 13:53:04 GMT 2013","Wed Jul 10 14:53:04 PDT 2013","Wed Jul 10 07:36:16 PDT 2013","","","31","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","false","true","true","true","true",""
"2YWCWA6X3YOGUZYRSQBXYTINJVUNOD","22KGNTBJ3MMHFPD4A8X2THB9MGTWA3","indicate which descriptions fit a picture","You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.","perception, categorization, language","$0.10","Wed Jul 10 13:51:10 GMT 2013","30","BatchId:1202551;","3600","28800","Wed Jul 17 13:51:10 GMT 2013","","","29CPFE4EGDHH4M30B30N8W6HINVJ94","A2YPGARAKET7N5","Approved","Wed Jul 10 14:22:27 GMT 2013","Wed Jul 10 14:25:23 GMT 2013","Wed Jul 10 15:25:23 PDT 2013","Wed Jul 10 07:36:16 PDT 2013","","","176","100% (1/1)","100% (1/1)","100% (1/1)","http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg","true","true","false","false","true","not bad"
